iterations	587
elapsed_seconds	701.0300920009613
initialization_seconds	0.2558119297027588
initial_lower_residual	8.585613997524888e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	8.585613997524889e-8
root_lower	2.8348933851820166
root_upper	3.4100077026351654
root_gap	0.5751143174531488
alpha_count	18
belief_count	5861374
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
