iterations	637
elapsed_seconds	539.7938940525055
initialization_seconds	0.3114128112792969
initial_lower_residual	8.52447357146957e-9
initial_upper_residual	9.924570498753837e-9
initial_upper_iterations	166
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.481998046352815
root_upper	2.4915945338954737
root_gap	0.00959648754265885
alpha_count	4
belief_count	5349373
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
