iterations	230
elapsed_seconds	187.36726093292236
initialization_seconds	0.3404381275177002
initial_lower_residual	8.771097625981383e-9
initial_upper_residual	9.88514337052493e-9
initial_upper_iterations	159
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.006469560804486
root_upper	4.016437894532044
root_gap	0.009968333727558232
alpha_count	4
belief_count	3150568
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
