iterations	133
elapsed_seconds	37.31984281539917
initialization_seconds	0.277662992477417
initial_lower_residual	8.78864359066256e-9
initial_upper_residual	9.629543384903627e-9
initial_upper_iterations	151
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	2.674256371903994e-9
root_lower	4.9905206550970584
root_upper	5.0004823961331875
root_gap	0.009961741036129013
alpha_count	3
belief_count	1905331
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
