iterations	257
elapsed_seconds	601.8329780101776
initialization_seconds	0.2934901714324951
initial_lower_residual	8.422206931868459e-9
initial_upper_residual	9.692894487045578e-9
initial_upper_iterations	165
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.7351033072834743
root_upper	2.7833733961046874
root_gap	0.048270088821213086
alpha_count	4
belief_count	5446897
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
