iterations	525
elapsed_seconds	410.84122800827026
initialization_seconds	0.2918391227722168
initial_lower_residual	8.632174086642408e-9
initial_upper_residual	9.992493055221985e-9
initial_upper_iterations	167
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.0992209010929215
root_upper	2.1091805272528488
root_gap	0.009959626159927293
alpha_count	4
belief_count	5078473
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
