iterations	487
elapsed_seconds	603.56463098526
initialization_seconds	0.2932569980621338
initial_lower_residual	8.632174086642408e-9
initial_upper_residual	9.992493055221985e-9
initial_upper_iterations	167
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	2.078140108121391
root_upper	2.100402944006542
root_gap	0.022262835885151322
alpha_count	4
belief_count	6152140
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
